accession,ENSEBL,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
P50479,ENSG00000131435,-3.320649574,-0.583793077,-0.260175468,-0.169814148,0.001257705,0.05876204,0.199935362,0.269055673
Q9H1K0,ENSG00000131381,0.011841789,0.098430082,-0.022037212,-0.03915023,0.981704844,0.218065286,0.739754138,0.360749034
Q14699,ENSG00000131378,-1.997454135,-0.096980575,-0.369371482,-0.776454022,0.004741935,0.564007135,0.194269363,0.077488914
Q9Y6W3,ENSG00000131375,0.526359408,0.667978113,0.799815714,0.184334291,0.024076736,0.037220679,0.030829302,0.42283923
Q92609,ENSG00000131374,-0.872374515,0.211945898,-0.254623192,-0.061694032,0.000833559,0.211465228,0.050071601,0.766755118
P82663,ENSG00000131368,1.066429658,0.170785576,0.147222793,0.172776101,0.000132885,0.168122642,0.240303446,0.145185685
Q9BT25,ENSG00000131351,1.059328278,-0.259728524,0.42174419,0.444845575,0.001438463,0.560148388,0.146789477,0.118089508
A0A087WW65,ENSG00000131269,1.010437038,0.116577248,0.015359728,-0.009005358,0.000377696,0.622531678,0.910663341,0.796468052
A0A286YFF7,ENSG00000131238,-0.249707605,0.020275695,0.313010138,-0.119142635,0.015933268,0.776889152,0.042276047,0.230516383
Q5T0R9,ENSG00000131236,-1.454266088,0.317584121,0.469765278,0.232971956,0.002219736,0.119375538,0.122577057,0.243272931
Q01518,ENSG00000131236,-1.805789201,-0.274111864,-0.046498146,-0.051397861,0.000570474,0.072972535,0.574881625,0.479892134
O75368,ENSG00000131171,-0.88190276,0.87202082,-0.209485784,-0.05036058,0.004604479,0.007395062,0.226311843,0.545945046
Q9HD42,ENSG00000131165,-0.644751417,-0.267907319,-0.035130954,-0.433250865,0.003448235,0.116732842,0.918235165,0.056128366
Q14687,ENSG00000131149,0.518532367,0.138849701,0.386817352,0.088982946,0.004887458,0.713596948,0.227699155,0.855032388
O43402,ENSG00000131148,-0.362706651,0.035773828,0.042434851,0.048404831,0.000915838,0.337724236,0.316247439,0.218685471
P13073,ENSG00000131143,0.958759487,-0.047285178,-0.253687212,-0.097346026,0.002048295,0.382732757,0.048935962,0.161517448
Q96B54,ENSG00000131116,1.693328101,0.060627272,-1.122492726,0.383847462,0.007217717,0.61752542,0.128798377,0.112905279
P36543,ENSG00000131100,-0.986762632,-0.250425899,-0.231212417,-0.407125645,0.003449222,0.15438914,0.176904328,0.080989586
Q9NR19,ENSG00000131069,-0.752829809,-0.578166761,-0.754510181,-0.708177135,0.021831504,0.097492744,0.072239879,0.076481973
Q9UJ14,ENSG00000131067,-0.333905656,0.099671413,-0.706161361,-0.4306486,0.122733683,0.949290814,0.092292327,0.142990408
Q14498,ENSG00000131051,0.880574354,0.0984872,0.337156,0.29990623,0.000700913,0.404603923,0.074260238,0.087039391
Q9Y312,ENSG00000131043,1.310954409,0.125145601,0.225718279,0.334281974,0.000123435,0.403127955,0.212381596,0.10504841
Q8NF91,ENSG00000131018,-0.938331297,0.179601225,0.109422748,-0.294700343,0.000377696,0.054337741,0.172603605,0.039705753
Q02952,ENSG00000131016,0.106016448,0.009742451,-0.327164475,-0.670005861,0.013239113,0.434247604,0.010448445,0.003165244
Q9BZM5,ENSG00000131015,0.550326421,0.017780932,0.007750072,-0.285391385,0.014252605,0.89046584,0.858899545,0.173930688
Q8WUA2,ENSG00000131013,1.391838001,0.014254995,0.170980455,0.544843199,8.12E-05,0.67507483,0.195789406,0.031641172
P22314,ENSG00000130985,0.088184384,0.023098837,0.031899009,-0.177850193,0.04831808,0.839855962,0.65698987,0.031641172
Q5JVS0,ENSG00000130956,-1.006879282,-0.555491074,-0.135245594,-0.088214413,0.002641748,0.038995337,0.638616022,0.819933737
O95155,ENSG00000130939,-0.426710391,-0.224925173,-0.041801644,-0.119057414,0.000119687,0.011259389,0.786536862,0.076205631
Q9H8H0,ENSG00000130935,1.209078158,-0.074020028,0.220397356,0.42486121,0.000468872,0.993932222,0.214719381,0.07127607
F5H4X5,ENSG00000130921,2.224919484,0.374709622,0.291830716,0.612436611,8.93E-06,0.176219683,0.286566251,0.072433532
Q00013,ENSG00000130830,0.979519995,-0.357944665,-0.027332131,-0.255956525,0.008842118,0.014358463,0.99697045,0.088788161
P51805,ENSG00000130827,-1.553916309,-0.266834456,-0.3085193,-0.670585806,0.01590229,0.411519932,0.349811586,0.134499239
O60832,ENSG00000130826,0.63872254,-0.157340723,0.024827555,0.175161568,0.000199839,0.110253194,0.650470993,0.066074496
P26358,ENSG00000130816,1.03799832,-0.719875361,0.43855863,0.497398244,0.023203712,0.60689619,0.310110462,0.230253536
Q9NUL5,ENSG00000130813,-2.525989734,0.122711375,-0.03079863,-0.571434125,0.001335368,0.614594802,0.7525693,0.066417501
K7EL20,ENSG00000130811,0.206215043,-0.080745377,-0.203659449,0.126721373,0.14808147,0.856399292,0.539876253,0.423836078
O75821,ENSG00000130811,0.189261935,-0.012814701,0.166051321,0.051084408,0.013257204,0.965210253,0.073251198,0.326558067
K7ER90,ENSG00000130811,-0.107788679,-0.383785288,-0.268228857,-0.067040916,0.272109407,0.034335541,0.084596427,0.471512594
O75146,ENSG00000130787,1.571386753,-0.204357881,0.257321675,-0.050526527,4.97E-05,0.240013116,0.2153899,0.593653838
J3KP58,ENSG00000130779,-1.185427898,0.211463208,0.097048275,-0.315214624,0.000183585,0.081839926,0.536359306,0.033611717
P30622,ENSG00000130779,-1.273470471,0.12620449,-0.026169527,-0.250793192,0.000459562,0.284909128,0.60309427,0.06535752
Q9BUE0,ENSG00000130772,0.997609654,0.322381863,0.357686469,0.276357749,0.001719008,0.135244895,0.156958221,0.160979515
Q9UII2,ENSG00000130770,0.862826508,-0.145129058,-0.199058524,-0.155635092,0.001540309,0.081127409,0.065824234,0.10504841
P58004,ENSG00000130766,0.50071546,0.292958959,0.037704759,0.060434107,0.006816726,0.135643302,0.931932647,0.822369981
Q8N1G4,ENSG00000130764,0.237984893,-0.185041464,-0.172481883,-0.034783522,0.002331345,0.023394825,0.037685461,0.579334067
Q9UPT8,ENSG00000130749,0.776915665,-0.132403465,-0.087291788,0.229901798,0.002403435,0.770735934,0.907618053,0.190535372
Q9NX00,ENSG00000130748,2.120270615,-0.551149298,-0.396771523,0.179372769,0.003197846,0.171421516,0.280882292,0.345797183
P41091,ENSG00000130741,0.089390329,0.153101562,0.190163455,0.102793676,0.002018919,0.131141837,0.071169443,0.351491887
A0A087WYU2,ENSG00000130731,-0.983481542,-0.533539404,-0.411209884,-0.641417871,0.008997351,0.089527984,0.204165808,0.07918136
Q13263,ENSG00000130726,1.245827007,-0.245744123,0.228339527,0.311304009,0.000187999,0.41413893,0.183661623,0.102979119
P61081,ENSG00000130725,0.894037291,-0.236178225,-0.13824941,0.13108937,5.05E-05,0.111442609,0.348770308,0.134005153
M0R1T5,ENSG00000130724,0.497866979,0.138249398,-0.043702362,-0.427513687,0.009703532,0.599163354,0.674645965,0.080989586
Q13868,ENSG00000130713,1.10125446,-0.196825822,0.214754884,0.429767373,0.00029353,0.393753528,0.134336184,0.043563271
P00966,ENSG00000130707,-0.704783364,1.011571021,0.431550893,-0.071373642,0.030461738,0.009636262,0.177173309,0.558766539
Q16186,ENSG00000130706,-0.033695482,-0.157139673,-0.045563262,0.09289196,0.642085905,0.110576187,0.594579921,0.218685471
A0A2R8Y690,ENSG00000130703,0.414914674,0.205291177,0.160220158,-0.113225766,0.002099844,0.090661703,0.155220401,0.468838793
V9GY14,ENSG00000130699,1.160199994,-0.127360556,-0.199768656,0.196988594,4.61E-05,0.798432891,0.42479697,0.104216308
Q6P2H3,ENSG00000130695,0.829688589,-0.615186855,-0.100454298,0.62763244,0.003864567,0.239223983,0.931932647,0.075433528
O96013,ENSG00000130669,0.764236349,-0.171126714,0.066296897,0.094101261,0.009656249,0.588166762,0.559210003,0.358416768
Q9BSJ2,ENSG00000130640,0.272860604,0.041647797,0.300938862,0.157301901,0.032760309,0.590187502,0.081125322,0.193661591
Q9UBB4,ENSG00000130638,0.628989563,-0.001516283,0.146307321,0.311391286,0.000735547,0.895919142,0.202869208,0.065246795
H7BY82,ENSG00000130635,-1.633756863,0.966506885,1.123574845,0.320504405,0.048799475,0.100466429,0.05884193,0.709441963
P20908,ENSG00000130635,-2.007720466,0.413106779,-0.41640927,-0.198908251,0.001000922,0.043749136,0.065390443,0.160625625
Q9BSL1,ENSG00000130560,0.422814749,0.378905797,0.231764737,-0.0897701,0.008263854,0.019758799,0.102693874,0.348106745
Q5T5Y3,ENSG00000130559,0.520051368,-0.068896517,0.06821146,0.362076106,0.005676889,0.380550144,0.638361534,0.081730315
Q8TD43,ENSG00000130529,-3.613558511,-0.752964372,-0.386154877,-1.214486413,0.00422546,0.116900014,0.337701382,0.058534558
P17535,ENSG00000130522,-1.179033522,-0.730584284,-0.653743631,-0.178474272,0.005120483,0.064043771,0.086825958,0.689708392
V9GZ56,ENSG00000130520,0.33387676,-0.043732766,0.316858036,0.13934719,0.005026043,0.859976173,0.028506045,0.138149727
Q92626,ENSG00000130508,-1.813868376,0.161148058,0.08832211,-0.196387951,0.000662172,0.338623231,0.702743685,0.143796699
Q66K74,ENSG00000130479,-0.587357082,-0.507899208,-0.374866817,-0.638253439,0.003990999,0.02144793,0.048279974,0.032028399
O15143,ENSG00000130429,-2.077698252,-0.154709392,-0.115263669,-0.16978678,0.000314505,0.150332123,0.21553649,0.10795185
O95299,ENSG00000130414,0.462944584,0.106486071,-0.205706214,-0.043735737,0.004308036,0.589955655,0.149675783,0.49620868
O43707,ENSG00000130402,-1.018159563,-0.125327773,-0.124197767,-0.111432339,0.002368557,0.296761786,0.294394376,0.28162828
J3KN01,ENSG00000130396,2.383596443,0.115876571,0.088116494,-0.129116609,3.19E-05,0.333811548,0.469866656,0.121280023
Q03111,ENSG00000130382,0.550284364,-0.204722798,0.0360992,0.136122553,0.019699044,0.731119835,0.439534199,0.247993768
Q9P0P8,ENSG00000130349,-0.163341027,-0.165635402,-0.860336832,-0.062174611,0.220580931,0.302802901,0.023915741,0.546237265
Q9H0R6,ENSG00000130348,0.951364767,-0.284184733,-0.208072163,0.178604126,0.000218168,0.248044263,0.157652468,0.131050935
A0A7P0T8S8,ENSG00000130340,-0.913239037,0.026966859,0.337437973,-0.497970942,0.000602355,0.992173474,0.026093906,0.019382132
Q9UK45,ENSG00000130332,1.941903944,0.596143907,0.381938089,0.238571213,2.10E-05,0.023501134,0.081125322,0.171086846
O95336,ENSG00000130313,-0.041520096,0.802312735,0.096826,0.037486935,0.667469226,0.0003555,0.195937675,0.781630134
Q9BQ48,ENSG00000130312,1.03280643,0.052991387,-0.067771345,0.127522881,2.95E-05,0.5141339,0.831050704,0.24073431
Q9BW61,ENSG00000130311,0.648818063,-0.001329077,0.200564449,0.057905944,0.007864581,0.920795353,0.445540892,0.777938589
Q8NBJ5,ENSG00000130309,-1.626675056,-0.162078166,-0.184415182,0.076353668,1.35E-06,0.000888885,0.032856813,0.047505377
Q96P11,ENSG00000130305,1.039478241,-0.144767693,0.192451624,0.643096921,0.00059278,0.593923524,0.216224527,0.02468017
Q6PCB7,ENSG00000130304,-2.383889344,-0.082338145,-0.46799879,-0.333116854,0.007931161,0.638089446,0.209018429,0.250784813
Q969Y2,ENSG00000130299,2.660630354,0.911106661,0.653613279,0.647648936,0.000489292,0.094253942,0.044413999,0.054050072
A0A3B3ITE5,ENSG00000130294,3.767598983,-0.497347846,-0.29301532,-0.615825935,3.63E-05,0.184511607,0.498813206,0.133939899
Q9Y3U8,ENSG00000130255,-0.417938993,-0.454562325,-0.328037423,0.075867798,0.005964509,0.018695243,0.052075358,0.539428168
Q14151,ENSG00000130254,0.457407724,-0.215404224,0.039527077,0.128628034,0.002375467,0.225667859,0.582919446,0.247863365
Q17RN3,ENSG00000130244,1.46645707,0.063737401,-0.571666009,-0.167827615,0.004267489,0.961337592,0.051112806,0.233159993
E7ESC6,ENSG00000130227,0.458623408,-0.060316591,-0.108230657,-0.028020534,9.84E-05,0.214834614,0.066472606,0.582058034
Q5VUJ6,ENSG00000130224,2.34919593,0.315128483,0.307907483,-0.379061979,0.000160499,0.330167088,0.059119042,0.046969415
O96008,ENSG00000130204,1.459387594,-0.074629285,-0.063613247,0.271628536,2.74E-05,0.440373249,0.525028516,0.029471192
P02649,ENSG00000130203,-1.489557577,0.559068379,-0.347088683,-0.32710181,0.002357801,0.239547433,0.450682414,0.128380827
Q92692,ENSG00000130202,0.216469661,0.41461753,-0.139696756,-0.33612901,0.30096258,0.104822737,0.363400351,0.129077199
Q13042,ENSG00000130177,0.428508491,-0.082635682,-0.296932022,0.028306857,0.000350625,0.31836357,0.028886485,0.606872712
P51911,ENSG00000130176,-1.920478671,-1.304737913,-0.984240077,0.71370874,0.013307196,0.06573087,0.099838862,0.100584054
K7ELL7,ENSG00000130175,-0.629446143,-0.008375491,0.055380599,-0.131040585,3.26E-05,0.846584965,0.411228044,0.037437633
J3KMZ9,ENSG00000130164,-2.080072931,-1.127216237,-0.129407293,-0.238878618,0.002703465,0.054418945,0.833164705,0.597416625
Q9BQ95,ENSG00000130159,1.064506466,-0.248285042,-0.138732865,0.226794869,0.00123294,0.67154065,0.928207212,0.223035982
Q96HP0,ENSG00000130158,0.92188491,-0.025024037,-0.275719741,-0.208726154,0.000278525,0.725403006,0.075543016,0.132195691
Q8NHP6,ENSG00000130150,-0.650240127,0.053332962,-0.342848995,-0.606278656,0.00690613,0.891772014,0.09820185,0.052449641
Q9P0V3,ENSG00000130147,-1.99363561,-0.441446482,-0.063588062,-0.285004349,0.000453921,0.036976127,0.773180822,0.097926096
Q8WUB8,ENSG00000130024,2.287705942,-0.075174967,-0.097195252,0.237336534,0.000590473,0.911666291,0.97835462,0.407149211
Q08623,ENSG00000130021,0.228045583,0.525320632,0.014734748,-0.27815181,0.001938554,0.001711508,0.544854246,0.040112558
A0A1W2PR36,ENSG00000130005,0.538388376,0.01138286,-0.01486431,-0.480137835,0.009306257,0.783845848,0.974164309,0.006945913
Q9Y6X3,ENSG00000129933,0.99553059,-0.165566189,0.0441928,-0.05168478,0.000263749,0.49865035,0.759417651,0.820683578
A0A5F9ZGM7,ENSG00000129932,1.230909372,0.597206454,0.518710108,0.204475901,0.004673836,0.247295836,0.177478243,0.57602847
Q5FBB7,ENSG00000129810,3.2162187,0.142230443,0.207005967,0.549664716,0.000833559,0.696014068,0.656638608,0.120607766
E5RIH5,ENSG00000129696,-0.079760654,-0.444468335,-0.226411317,-0.01707297,0.89895635,0.202816192,0.437984696,0.90012259
Q9UBL3,ENSG00000129691,1.007577475,0.098852163,0.291325669,0.464729907,0.000207371,0.452788223,0.113711835,0.047440109
Q8IWC1,ENSG00000129680,-0.213579381,0.310158846,-0.143110998,-0.037648939,0.121337879,0.03443054,0.44720375,0.942951655
Q15052,ENSG00000129675,0.282590632,1.078324174,0.63404969,0.072759226,0.164233776,0.002045963,0.029808648,0.994177969
Q92503,ENSG00000129657,-0.760517409,0.208770612,0.461616503,0.038062121,0.072268979,0.414529706,0.175913351,0.822369981
Q00765,ENSG00000129625,-0.809637614,-0.52113282,-0.485542407,-0.174406095,0.002545425,0.032100111,0.046549184,0.168914866
Q99973,ENSG00000129566,-1.527163228,0.236280972,0.292889362,-0.623611595,0.000229598,0.071108626,0.043957014,0.020918063
F5GXX5,ENSG00000129562,0.894233326,0.321503562,-0.126293802,0.457579215,6.63E-05,0.030766248,0.280882292,0.511246945
Q9UNH7,ENSG00000129515,-0.709721123,0.312037069,0.148530649,-0.231033062,0.000339863,0.016593751,0.173847905,0.060543639
Q86XA9,ENSG00000129493,-1.071187837,-0.147224519,0.027585041,-0.596028864,0.000976008,0.227215231,0.910626222,0.03166611
G3V167,ENSG00000129484,1.933711412,0.344819434,0.53367047,0.902921036,0.005393682,0.183160842,0.033162305,0.138369296
A0A3B3ITL1,ENSG00000129472,-0.166591194,-0.140965563,0.011564922,-0.277044687,0.090678902,0.360804227,0.834584665,0.201562939
Q9Y572,ENSG00000129465,-2.797785792,0.124613779,-1.309064226,-2.036783123,0.000517168,0.304118966,0.013674082,0.010249836
Q8NEJ9,ENSG00000129460,0.542843154,-0.059706988,0.008820577,0.036490022,0.007366271,0.93754035,0.834588752,0.736864228
Q9ULD2,ENSG00000129422,-0.478643516,-0.081682161,-0.063593832,-0.070127181,0.02309772,0.588403363,0.591068236,0.57498909
Q8IWA5,ENSG00000129353,-0.825261218,0.217520762,-0.722585468,-0.340567545,0.023548117,0.58668409,0.090515307,0.198612016
Q12906,ENSG00000129351,0.48041068,-0.287927452,-0.09836157,0.13496992,0.00127911,0.089941947,0.505160107,0.157964447
A0A494C108,ENSG00000129347,0.63166602,-0.293656389,-0.365752191,0.385126445,0.001279451,0.159462551,0.041133058,0.10497468
O60563,ENSG00000129315,0.589977867,-0.063120399,-0.009595966,0.332274471,0.007673845,0.905603677,0.762890167,0.101613028
J3KT75,ENSG00000129255,0.485823335,0.072680611,0.121132159,0.241089585,0.004027271,0.524529652,0.333214678,0.099596852
O43896,ENSG00000129250,-0.479214078,0.023684805,-0.013942187,-0.342145987,0.003932408,0.960777022,0.7525693,0.048687701
P51116,ENSG00000129245,0.704649357,-0.181029002,-0.065704903,0.190046628,0.017465885,0.23533599,0.858389562,0.08316437
Q9BRA2,ENSG00000129235,-0.117072986,0.574552675,0.744975142,-0.439250961,0.208940224,0.028290829,0.013010291,0.06052165
P32321,ENSG00000129187,-2.053584906,0.063045213,-0.095918059,-0.429741499,6.18E-05,0.461673881,0.113040305,0.011584946
P61009,ENSG00000129128,-0.743199164,-0.382716744,-0.230311335,-0.15166837,0.001499716,0.02877306,0.092768504,0.147667043
Q8WX93,ENSG00000129116,-1.829881874,-0.269396168,-0.595701399,0.08108734,0.028257955,0.45097585,0.247154327,0.917107013
Q8NBJ7,ENSG00000129103,-0.935596597,0.375746917,-0.011189952,-0.1257446,0.000339375,0.040664942,0.916498417,0.175508871
P25786,ENSG00000129084,-0.176752205,0.022371628,0.049688239,0.015747104,0.103800735,0.861125539,0.511696315,0.928287454
P53618,ENSG00000129083,-1.078662376,0.084404855,0.237905534,0.056222747,5.73E-05,0.111845357,0.027469572,0.312013165
Q08397,ENSG00000129038,-1.100533969,1.102617298,0.131021708,-0.15523581,0.001125115,0.010137506,0.240387143,0.547443738
O14498,ENSG00000129009,-1.135928322,0.310543429,0.186888591,0.324269167,0.013205002,0.180052418,0.311344637,0.142646041
Q709C8,ENSG00000129003,-0.440161733,0.522550981,0.145219459,-0.279620118,0.014846847,0.020406375,0.417423108,0.100422254
H3BQ52,ENSG00000128989,1.308941872,0.034057424,-0.67830262,-0.149388369,0.00146082,0.614921063,0.129736195,0.847589818
H3BUV4,ENSG00000128973,-0.038964762,-0.371305079,-0.397019799,0.321240687,0.775675187,0.699674035,0.646796528,0.23972163
P33316,ENSG00000128951,0.670994068,-0.294317983,0.333607784,0.529127227,0.04796789,0.827476246,0.328243825,0.154011652
A0A0A0MT83,ENSG00000128928,0.51069772,-0.202797263,-0.226194651,-0.403372313,0.007811698,0.236001778,0.208103268,0.089835836
Q8NBR6,ENSG00000128923,-1.520827981,-0.231596347,-0.679496206,-0.894260048,0.017722604,0.457356317,0.156065189,0.102782634
Q9ULG1,ENSG00000128908,0.123842952,-0.224182557,-0.166870993,0.02604769,0.08948843,0.09616043,0.256926949,0.706024631
Q9BV29,ENSG00000128891,0.926909862,0.619292716,0.692261323,0.479093485,0.039129118,0.169430966,0.1501333,0.237243456
Q9NZR1,ENSG00000128872,-0.633999863,0.13088161,-0.187165067,-0.193830847,0.010247417,0.666997451,0.239159834,0.193661591
Q0VF96,ENSG00000128849,-1.853039058,-0.934439184,-1.286861195,-0.362521981,0.001018902,0.018718994,0.018013736,0.154242701
Q9P2K8,ENSG00000128829,-0.910252222,0.402685002,-0.035712851,-0.287793734,0.000733554,0.011500094,0.499589871,0.052902218
Q9GZX9,ENSG00000128791,-0.747755988,-0.220380303,-0.617683359,0.059901882,0.003518298,0.335246089,0.171432514,0.716456225
Q969U7,ENSG00000128789,0.933278931,-0.075399884,0.089331243,0.300801001,0.005829554,0.992878042,0.625157351,0.241352916
O95714,ENSG00000128731,0.787011567,-0.047341566,0.462198399,0.254618307,0.000202106,0.852305598,0.021876011,0.078909348
O14929,ENSG00000128708,1.449977945,-0.527954478,0.176750551,0.546103222,0.001550716,0.440603234,0.461560445,0.114881402
O75431,ENSG00000128654,0.336114481,0.246769108,0.151124816,0.458535404,0.236540408,0.377839147,0.597608674,0.06505817
E9PDF6,ENSG00000128641,-1.808037516,0.146705008,-0.789344024,-0.601467689,0.010878311,0.863858702,0.112445626,0.132093891
Q16718,ENSG00000128609,1.811123454,0.993226362,0.663505475,0.28246307,1.14E-05,0.002563855,0.017049836,0.143687512
