accession,ENSEBL,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
O95602,ENSG00000068654,0.772644484,-0.026825262,0.022788828,0.33759759,0.001068259,0.998750767,0.760489932,0.068360285
Q9UET6,ENSG00000068438,-0.290064565,-0.6231542,-0.444999077,-0.128529463,0.023137841,0.00345387,0.021876011,0.335788468
Q4V328,ENSG00000068400,0.355205364,0.099789705,-0.074892371,-0.15189303,0.003496757,0.360295429,0.322320258,0.114881402
Q92917,ENSG00000068394,1.137794163,-0.270890798,0.199698496,0.364047745,0.000377022,0.443531414,0.289282804,0.106154414
Q5T1B5,ENSG00000068383,-0.305524092,-0.262018156,-0.045480855,-0.715427468,0.060718652,0.166249331,0.646917309,0.049262267
O60488,ENSG00000068366,-0.476851953,-0.590501306,-0.373143493,0.022804309,0.001744392,0.010105912,0.027469572,0.758819276
P19532,ENSG00000068323,-1.584288151,0.028152203,-0.864781796,-0.196176649,0.002147964,0.881533133,0.039866225,0.31754825
Q96G74,ENSG00000068308,0.939410375,-0.289799302,-0.246209538,-0.144730829,0.000204563,0.338639638,0.329208626,0.495242391
Q13057,ENSG00000068120,1.176377478,0.222659653,0.035998658,0.060274509,0.001682821,0.186883989,0.788048822,0.45304432
Q6AI08,ENSG00000068097,0.803963519,0.425498401,0.171736427,0.267703146,0.00014596,0.012612855,0.160778453,0.076568997
P80217,ENSG00000068079,-2.411374643,0.316056957,-0.337816721,-0.541082882,0.001013863,0.214834614,0.305904165,0.099563338
J3KTD8,ENSG00000067955,0.692498264,-0.410858377,-0.964717674,0.120271338,0.047213476,0.231642054,0.039539305,0.309924787
Q13951,ENSG00000067955,0.252699283,-0.511610039,0.143354678,0.205386407,0.195538825,0.309460413,0.493191069,0.338724235
Q13464,ENSG00000067900,-0.899054089,-0.021945543,-0.05029805,-0.122499794,0.000155927,0.562975518,0.280435083,0.065246795
P51553,ENSG00000067829,0.863416043,-0.019794007,-0.153860803,0.029403878,0.021902617,0.972089616,0.437611168,0.637960866
Q9NSE4,ENSG00000067704,0.022544368,0.19835616,-0.186415465,-0.055262784,0.826702407,0.471236757,0.290939601,0.557924634
Q14562,ENSG00000067596,1.139420766,-0.091196693,0.22258555,0.464498208,0.000497745,0.904685489,0.298229316,0.087039391
P61586,ENSG00000067560,-0.60857669,0.92956998,0.777432965,0.431306894,0.00838032,0.007332937,0.040918459,0.283979106
Q9Y3B9,ENSG00000067533,-1.419230349,0.224495177,0.046836436,-0.316127989,0.006342086,0.735338701,0.926467282,0.210909201
G5E9N2,ENSG00000067445,-1.121924402,0.178355364,-0.508174644,-0.457784685,0.012321925,0.711353109,0.135696768,0.157636153
Q12888,ENSG00000067369,-0.626250431,0.068673976,-0.017311804,-0.136832333,2.01E-05,0.072999729,0.788026365,0.028023352
Q5QJE6,ENSG00000067334,1.056470817,0.022451308,0.276518571,0.661467845,0.001567858,0.81238117,0.236822994,0.048327307
P14618,ENSG00000067225,-1.623131144,-0.032670736,-0.180546924,-0.345807137,0.002877009,0.655902462,0.285150065,0.1206278
H3BTN5,ENSG00000067225,-3.126099228,-0.219007571,-0.245596465,-0.364346656,0.008073655,0.437509586,0.400854366,0.253308242
A0A804HIC4,ENSG00000067208,-0.161054664,-0.167390477,-0.34263542,-0.266887432,0.161131916,0.307844006,0.119917647,0.121655488
A6NMN0,ENSG00000067177,2.890806659,-0.724280083,0.104341148,-0.403597279,1.40E-05,0.020818668,0.808052794,0.077077289
Q15629,ENSG00000067167,-1.636202543,0.20249373,-0.033952735,-0.529485158,0.000513761,0.11387952,0.692699788,0.031641172
Q92859,ENSG00000067141,-1.324460838,-0.289143637,-0.389558729,-0.713832161,0.019077199,0.346188552,0.257399618,0.116088502
O14494,ENSG00000067113,-1.846884216,0.498254035,0.325949001,-0.105653883,0.003108503,0.02810867,0.101084143,0.809696911
P23497,ENSG00000067066,-1.462677741,-0.097845921,-0.038174844,-0.164535197,1.40E-05,0.397932327,0.434665818,0.0109317
Q13907,ENSG00000067064,0.776671546,-0.191823246,0.054852035,-0.215282754,0.001322197,0.38006924,0.644172995,0.283757607
Q01813,ENSG00000067057,-1.054658271,-0.295103238,-0.160515801,-0.117502877,0.00124679,0.060180044,0.175913351,0.218229381
H3BRD5,ENSG00000066933,0.341227597,0.039387086,-0.259656831,0.25128219,0.003445114,0.397189982,0.222793476,0.05342404
P22830,ENSG00000066926,1.000882962,0.032096333,0.01520474,-0.257711805,0.00013198,0.955991891,0.905050072,0.105113414
Q9Y6D6,ENSG00000066777,-0.628096214,0.135728987,0.158109212,-0.149926431,4.40E-05,0.151448034,0.093769128,0.062151954
Q96BY7,ENSG00000066739,0.513764308,0.531304289,0.507190279,0.107416239,0.002936693,0.000761674,0.015495946,0.364321574
Q9NXG2,ENSG00000066654,0.665287406,-0.108061952,0.029973313,0.237894463,0.000233443,0.42182268,0.658693192,0.066509445
K7ENP1,ENSG00000066651,0.798451609,0.038467425,-0.159049874,-0.420412045,0.000300886,0.672021789,0.253409134,0.038749521
A0A3B3IU69,ENSG00000066629,0.282257822,-0.211108437,-0.04219575,-0.130788369,0.002671393,0.131654563,0.870226797,0.22412546
Q96CN7,ENSG00000066583,2.186202126,0.554460162,0.192623209,0.230312074,3.33E-06,0.013133805,0.184675899,0.137612676
Q9H9A6,ENSG00000066557,0.449015138,0.069817531,-0.071174346,0.091425116,0.005259177,0.167996339,0.247340837,0.095112659
Q8TBA6,ENSG00000066455,-0.726240694,-0.035178549,0.064183584,-0.14571174,0.000518468,0.671942762,0.409428642,0.119965929
G3V3R7,ENSG00000066427,0.845804736,0.383592231,0.123273961,0.135717052,0.003329622,0.016837105,0.242003923,0.320488622
E9PI99,ENSG00000066136,0.555377842,-0.047675645,0.516390359,-0.144852091,0.033996334,0.900610315,0.113461654,0.619247849
O75164,ENSG00000066135,0.65902341,0.020723587,0.418816188,0.341781546,0.037645182,0.896006971,0.250450203,0.392842429
Q96GM5,ENSG00000066117,1.150875019,-0.22704005,-0.041538459,0.301581678,2.36E-05,0.171846816,0.872417303,0.198360436
Q9P265,ENSG00000066084,0.416965198,0.028724384,0.282720392,-0.005751791,0.000557579,0.719733349,0.025056491,0.809696911
Q15717,ENSG00000066044,0.529623427,-0.055254935,0.233430789,0.222151648,0.006943948,0.990756142,0.159809798,0.145790084
P26232,ENSG00000066032,-1.103926606,-0.012401479,0.019878508,-0.32226665,0.004282161,0.756753783,0.858079465,0.119965929
Q15172,ENSG00000066027,-0.323811956,0.218250346,-0.10447431,-0.143959834,0.3604753,0.479972961,0.850536284,0.786727528
P67809,ENSG00000065978,-0.515967787,-0.273782117,-0.098543546,0.214370303,0.036281811,0.268162874,0.689961476,0.202848756
A0A087WXD1,ENSG00000065923,-1.454244395,-0.348934376,-0.059843067,-0.537471953,0.000276309,0.03272975,0.464703509,0.024950117
A0A7I2V2U6,ENSG00000065911,1.531518368,0.718016288,0.04092724,0.645010303,0.000434586,0.001441383,0.459703772,0.001150301
A0A2R8Y7W5,ENSG00000065883,-0.167922008,-0.15388008,-0.109641235,-0.068775088,0.105134044,0.24524269,0.797349648,0.872711299
P48163,ENSG00000065833,0.889340332,0.443379116,0.059905221,-0.168900938,0.000201478,0.016837105,0.776946227,0.161244136
C9JW51,ENSG00000065809,1.896338797,-0.843176909,-0.44147837,-0.267398229,0.000117744,0.092490649,0.286946144,0.469424809
Q9Y576,ENSG00000065802,-0.527264553,-0.193326438,0.00935291,-0.1841549,0.006371437,0.252159752,0.820108795,0.228826549
Q7L1T6,ENSG00000065615,0.69653873,-0.480090228,-0.473676704,-0.346847779,0.005374351,0.120128149,0.129356644,0.175078286
Q9H2G2,ENSG00000065613,-0.082155205,-0.064779024,0.0155068,-0.070435485,0.075129972,0.252751013,0.804110595,0.170562215
P45985,ENSG00000065559,0.599322231,-0.061280149,-0.277093141,0.047427299,0.001650554,0.363199133,0.088949271,0.126196389
Q8WU90,ENSG00000065548,0.628272987,0.133483736,0.127557327,0.140625217,0.000122471,0.107854969,0.128958042,0.116625744
Q15746,ENSG00000065534,-2.407826446,0.2833707,0.075423626,-0.073448221,0.011686322,0.60396716,0.952274923,0.62216403
Q96T58,ENSG00000065526,1.555584858,-0.243187212,-0.092217849,0.154077484,8.77E-05,0.256382424,0.697067732,0.298832998
O95168,ENSG00000065518,0.701946123,0.188033083,-0.174719674,-0.042257934,0.000632785,0.23533599,0.12282377,0.517803126
Q14554,ENSG00000065485,-1.897921456,0.197058491,-0.090637334,-0.121836546,0.004168902,0.550376591,0.572344163,0.452280715
Q15046,ENSG00000065427,0.017297446,0.162429284,0.203742368,0.166754215,0.606388224,0.123625254,0.073029646,0.116224193
Q8N8A2,ENSG00000065413,-0.735549174,-0.519939494,0.03388648,-0.609259461,0.005937374,0.044505964,0.960569383,0.054050072
P23743,ENSG00000065357,-1.587104534,-0.37165273,-0.221016169,-0.604140596,0.009839645,0.229620256,0.36604914,0.116994234
Q15035,ENSG00000065308,-2.626637812,-0.064176595,0.114914625,0.079194955,8.56E-05,0.701463022,0.279387515,0.203941567
Q9BV38,ENSG00000065268,1.505745535,-0.081322044,-0.018998389,0.110601978,0.005717813,0.160349248,0.991767486,0.367322493
Q16513,ENSG00000065243,0.522534713,0.013493421,-0.028063208,-0.080810763,0.000212916,0.911666291,0.526722991,0.139842981
Q9UNX4,ENSG00000065183,1.222751492,-0.113437304,0.108871162,0.523225163,0.000127323,0.710133964,0.426734617,0.041208992
P04181,ENSG00000065154,-0.475865327,-0.6205006,0.107829053,-0.166377453,0.001387079,0.005110253,0.157133529,0.157422279
O00410,ENSG00000065150,-0.878721337,0.33307319,0.371971166,0.16755535,0.001227935,0.014059216,0.018669286,0.095112659
P08754,ENSG00000065135,-0.373528454,0.726611803,0.226863961,0.261061894,0.038151018,0.010105109,0.279916573,0.181091862
Q6BDS2,ENSG00000065060,1.679129479,0.592442367,0.035955294,0.235507258,0.003661292,0.09911427,0.696167534,0.163143637
Q15599,ENSG00000065054,-1.394861808,-0.452480374,-0.225062166,0.022506956,0.000606339,0.020818668,0.088265334,0.932969121
O14617,ENSG00000065000,-0.673974783,0.050757919,0.147886621,-0.072247646,2.03E-05,0.25590495,0.018692412,0.149089524
A0A3B3ISP1,ENSG00000064999,0.725187963,-0.31750463,-0.066811003,-0.109151975,0.061594147,0.245406877,0.548444922,0.38020063
B5MDG7,ENSG00000064961,0.626298759,-0.383055277,-0.260843029,0.198687423,0.000733839,0.138182306,0.574881625,0.110154305
Q9H0C5,ENSG00000064726,-2.761107907,-0.488984387,-0.052507159,-0.511764056,3.19E-05,0.029897186,0.890168748,0.064170913
Q9UHI6,ENSG00000064703,0.654005038,-0.227222455,0.153359777,0.230994945,0.00185876,0.483894232,0.343191292,0.205670022
B4DDF4,ENSG00000064666,-2.378142248,0.037374573,-0.17640844,-0.169684913,0.000449548,0.938690242,0.170261603,0.152488348
P55011,ENSG00000064651,0.604700191,0.556054817,0.336276129,-0.073093825,0.005499059,0.013840865,0.062326389,0.59872849
Q8IX01,ENSG00000064607,1.433813389,-0.221203819,0.08476452,0.232235001,7.78E-05,0.33170778,0.383761098,0.105113414
P10619,ENSG00000064601,-1.868486667,0.302024575,-0.035621158,-0.356459268,0.004774689,0.346425588,0.659809739,0.156967152
K7EQ34,ENSG00000064545,0.044450579,0.170476321,0.1586646,0.288422221,0.989928651,0.576168414,0.795830698,0.385453175
Q9Y5L0,ENSG00000064419,0.68086269,0.033119952,0.116688262,0.257056165,0.000261754,0.482106265,0.187091209,0.059959043
Q9NVM9,ENSG00000064102,0.356287999,-0.475195991,-0.242060455,0.165842915,0.011740905,0.140220791,0.558503652,0.154108012
Q9UPQ0,ENSG00000064042,-0.723388534,0.061429668,-0.183904515,-1.189703995,0.169836072,0.880187521,0.589398091,0.154563049
Q14790,ENSG00000064012,-0.427972842,0.983286303,0.019631063,0.37887898,0.064496219,0.010973123,0.917069134,0.388406046
Q16775,ENSG00000063854,1.188274829,-0.07268303,-0.087293797,-0.173558816,8.65E-05,0.415718265,0.387654148,0.178127731
P35052,ENSG00000063660,-2.09808914,0.246488321,-0.647701333,-0.08597775,0.007190099,0.588820467,0.125137434,0.536623955
F8WA39,ENSG00000063601,0.353541454,0.078578914,-0.075449328,-0.457992835,0.03614114,0.824638648,0.592583882,0.07127607
Q9Y6I3,ENSG00000063245,-0.844205298,0.16709019,0.24464334,-0.138963426,0.005965359,0.406058226,0.285390579,0.337351609
P26368,ENSG00000063244,1.083711416,-0.004213591,0.326350613,0.353900454,0.000277184,0.877595826,0.072239879,0.064108159
Q96AB3,ENSG00000063241,0.960060606,0.835014603,0.091234658,0.466228712,0.001206087,0.065422963,0.674052969,0.222089768
G3V203,ENSG00000063177,-0.260077948,-0.026253437,0.20980813,0.200204316,0.066323532,0.942841832,0.130102166,0.120787546
E7EX17,ENSG00000063046,-0.448529898,-0.120978653,-0.029676707,0.077659167,0.003956135,0.371382961,0.942746827,0.186116316
M0R2B7,ENSG00000062822,1.431465956,-0.158964236,0.208196635,0.434855145,0.000870771,0.65682075,0.251822406,0.072149907
Q96GC9,ENSG00000062716,0.026780298,0.492898186,0.120866533,0.457884956,0.703327679,0.290611619,0.7676609,0.068360285
Q7Z5K2,ENSG00000062650,1.028164386,-0.297045478,-0.152549921,0.325130653,0.000311171,0.39456961,0.75785017,0.093399098
Q5JVZ5,ENSG00000062598,-1.214080876,0.110033639,-0.078559167,-0.286968998,0.001464366,0.581893474,0.402019581,0.089422858
O75390,ENSG00000062485,0.638636737,-0.017401611,0.061391404,0.137434328,2.80E-05,0.751829919,0.19279913,0.021360469
H0YIC4,ENSG00000062485,0.350400214,-0.290415068,-0.691727183,0.006627118,0.040307406,0.137767625,0.07101942,0.994676035
D4PHA4,ENSG00000062194,1.002996936,-0.042121508,-0.249563354,0.005119471,0.000794472,0.84412054,0.622084124,0.782816115
A0A286YFF8,ENSG00000061987,-0.462532915,0.074763376,0.199121478,0.108541381,0.002229777,0.194428009,0.038955133,0.093639927
Q12872,ENSG00000061936,1.470901183,0.006493524,-0.475140426,0.675117709,0.013444136,0.651990402,0.528412025,0.143349776
P82673,ENSG00000061794,1.077373958,0.189087844,0.153534724,0.36799552,5.42E-05,0.064180337,0.201535585,0.022570363
Q9Y2A7,ENSG00000061676,-0.460221723,-0.081653365,-0.063250356,-0.211540626,0.000535422,0.138688036,0.222793476,0.03738618
Q8WUI4,ENSG00000061273,-2.048039831,-0.089024616,-0.065714267,-0.131641991,7.25E-05,0.37639474,0.619882194,0.22067881
P54687,ENSG00000060982,-1.261989754,-0.58202178,-0.314411001,0.188548539,0.0009383,0.016769132,0.072003317,0.204865119
P09110,ENSG00000060971,-1.637977772,-0.207999652,-0.259272279,-0.416094641,0.000768759,0.131654563,0.099591708,0.056699316
P12107,ENSG00000060718,-0.430968913,0.25114238,-1.79632462,1.706229298,0.403253282,0.959495039,0.2216841,0.114538561
Q96DI7,ENSG00000060688,0.68070945,0.029354922,0.235915227,0.285060428,0.000257047,0.60665322,0.064059798,0.054852202
Q9NZT2,ENSG00000060491,0.647234023,-0.021299607,-0.109385458,-0.073383664,0.000402727,0.751654193,0.726004668,0.933653994
Q8IX12,ENSG00000060339,0.418523975,-0.183094678,0.005541733,0.03995715,0.00149721,0.116683562,0.752162718,0.412038019
F5GWT4,ENSG00000060237,-0.171806254,0.082286282,0.061386606,-0.234889695,0.033040522,0.161998794,0.421084927,0.038844369
P16989,ENSG00000060138,0.549181188,0.039317617,0.072000631,0.065496176,0.000661498,0.524496643,0.364072435,0.335466764
Q9Y5B0,ENSG00000060069,0.596965655,-0.107960196,0.087522912,0.032100489,0.00070913,0.427720175,0.362444757,0.618364065
P11169,ENSG00000059804,-0.245061148,1.05111137,-0.680406634,-1.335061791,0.191615462,0.007806819,0.094443629,0.051383373
Q9H1X3,ENSG00000059769,-0.891476243,-0.419986731,-0.398104177,-0.189955093,0.001234435,0.024556334,0.037364157,0.115880891
D6REA0,ENSG00000059691,1.427298313,0.231151209,0.342702103,0.519642284,0.000128042,0.225965628,0.127917646,0.077790443
P54886,ENSG00000059573,0.015824101,-0.193449517,-0.293306152,0.059208296,0.924693268,0.115264924,0.062269389,0.721563079
Q9BTX1,ENSG00000058804,0.945571485,-0.408905593,-0.486902859,0.202261468,0.008667252,0.211868459,0.16140851,0.203147523
Q9BVS4,ENSG00000058729,-0.299133017,0.294443525,-0.129657259,0.222916628,0.124845515,0.086999389,0.656638608,0.139766532
O75152,ENSG00000058673,1.09555914,-0.157240511,-0.367581391,0.107837786,7.08E-05,0.55696945,0.252575174,0.270627662
P23634,ENSG00000058668,-2.172854425,0.055186803,-0.318633435,-0.369339619,0.00196457,0.995550426,0.155220401,0.114579265
Q5TZA2,ENSG00000058453,-0.320960841,0.291587277,0.117953844,0.075369547,0.077360555,0.199985868,0.639724635,0.789375409
O14974,ENSG00000058272,-1.520054861,-0.230114574,-0.034771874,0.031093635,1.96E-05,0.014358463,0.412272294,0.552762585
B4DR61,ENSG00000058262,-1.07279982,0.066408593,-0.023383049,-0.055350609,0.000159434,0.436884518,0.768559241,0.40179856
Q9Y2G3,ENSG00000058063,-0.498353986,0.650146015,0.64338459,-0.241809049,0.041029365,0.028303305,0.032509278,0.25358216
H7C5J3,ENSG00000058056,-0.299987091,-0.017758183,-0.027607691,0.26434903,0.482759094,0.937076885,0.966714058,0.402352811
E9PCS8,ENSG00000057935,0.719098209,0.049468352,0.100686921,0.236063711,0.00029353,0.674690492,0.394847545,0.131074167
Q9GZP4,ENSG00000057757,-0.34239335,0.091976154,0.331309463,0.036530786,0.019837365,0.521904595,0.091067726,0.796695776
Q9H1Y0,ENSG00000057663,-0.221686755,-0.338949758,-0.344790239,-0.089672226,0.004220792,0.05160758,0.009771189,0.157944476
Q5SX86,ENSG00000057608,0.390530888,0.014107426,-1.224654277,0.269379253,0.093742275,0.825994705,0.061721786,0.108443068
P50395,ENSG00000057608,-0.397827889,0.129373148,0.062041661,-0.04571852,0.000118605,0.089687846,0.263755381,0.219837992
Q99959,ENSG00000057294,2.612632125,-0.038492393,-0.652655018,-0.043553675,0.005363041,0.995630911,0.314604655,0.994177969
P35610,ENSG00000057252,-0.721560006,-0.009175553,0.21499883,0.042943976,0.008021012,0.805046309,0.130311482,0.488700921
Q96PD2,ENSG00000057019,-1.021498816,-0.867919935,-0.547429985,-0.649174733,0.00135106,0.006650567,0.026931765,0.031988137
Q9HBD1,ENSG00000056586,-0.189601833,-0.194254146,-0.171086885,-0.070586271,0.086833008,0.129005671,0.386657222,0.50279481
Q96KR1,ENSG00000056097,0.757716238,-0.110337521,-0.160780892,0.189331095,0.000111283,0.178564992,0.099339187,0.066417501
Q9NWY4,ENSG00000056050,-0.468331961,-0.5740979,-0.295405149,-0.031490905,0.00646085,0.01954659,0.024908462,0.841565258
H0Y6Y8,ENSG00000055950,0.655934679,-0.245023373,-0.202429688,0.110211667,0.001759168,0.304118966,0.447919857,0.610204824
Q8TB72,ENSG00000055917,0.334540948,-0.200029833,-0.001254376,0.199576483,0.006128674,0.135460572,0.941758919,0.090748019
Q9P275,ENSG00000055483,0.933832069,-0.664964146,-0.082017812,0.425720177,0.000314505,0.187484231,0.990358024,0.065295958
A0A7P0TBA9,ENSG00000055332,-0.162348028,0.423529769,0.2524882,0.141760342,0.008051366,0.00097231,0.0244242,0.25495305
Q96F07,ENSG00000055163,2.777568478,0.589807868,0.372731483,-0.417127164,0.002220313,0.226521488,0.692699788,0.352696185
Q9NRY5,ENSG00000055147,-0.592673741,0.503621469,0.215903563,0.135509422,0.00105036,0.001610862,0.036684698,0.096860828
Q13616,ENSG00000055130,0.245230398,0.198612421,0.32533449,0.209433207,0.001231777,0.017076856,0.017049836,0.088441897
Q7Z422,ENSG00000055070,-0.417946149,-0.266796163,-0.326181942,-0.286367846,0.029264907,0.314918705,0.018180424,0.232543325
Q9Y2X3,ENSG00000055044,0.696091452,-0.097196261,0.012181909,0.364536888,8.28E-05,0.246232781,0.608403025,0.009233101
G3V255,ENSG00000054983,1.14895027,0.275978954,0.583110407,-0.158544147,0.017145366,0.120808354,0.067923341,0.59376834
Q92567,ENSG00000054965,0.367972311,-0.143315456,0.005211993,0.234357562,0.0727758,0.833862615,0.776227759,0.526520269
O75110,ENSG00000054793,-1.098874362,-0.164475221,-0.185010732,-0.443067383,0.005085644,0.372072022,0.370104725,0.104692668
G3V5X4,ENSG00000054654,2.370380485,0.54231353,0.413785314,0.477965217,2.35E-05,0.038563562,0.090025506,0.066247342
A0A0A0MRY0,ENSG00000054611,-1.452039687,-0.011083573,-0.041735481,-0.007538037,0.003636469,0.970334715,0.910821104,0.952912753
Q4R9M9,ENSG00000054523,-0.853146302,-0.549573067,-0.363635076,0.03181273,0.000527302,0.006420907,0.036306138,0.534499827
Q9NRX4,ENSG00000054148,0.369828519,-0.121235835,-0.611064791,-0.807554982,0.076620195,0.448288892,0.077390597,0.058184236
Q9Y2W1,ENSG00000054118,0.2271964,-0.084732939,-0.062075654,0.146215436,0.009066071,0.521174548,0.696735099,0.105113414
O43617,ENSG00000054116,1.423156166,0.687004366,0.298448404,0.336162811,0.017592649,0.001953598,0.028396671,0.344772475
D6RAP6,ENSG00000053900,-0.389090249,-0.20322775,-0.291012046,0.010041986,0.007134494,0.144889006,0.088265334,0.683830731
Q9NZ43,ENSG00000053501,-0.733345558,0.260752858,0.075283413,0.054656977,0.00066733,0.05997317,0.708054625,0.526563921
Q9UKD2,ENSG00000053372,0.859385023,-0.37148489,0.087653928,0.474767576,0.001373766,0.24374367,0.539707329,0.064664075
O43488,ENSG00000053371,-0.583557628,0.082729152,-0.163906013,-0.334777532,0.001075531,0.382840193,0.094443629,0.036834744
Q15800,ENSG00000052802,0.091339661,-0.48285161,0.267579053,-0.126275501,0.36553912,0.379106852,0.190379119,0.954522153
Q5JTH9,ENSG00000052749,0.969107398,-0.072866677,0.176230838,0.63771357,0.000980375,0.912361779,0.268883651,0.035187291
Q9HAU0,ENSG00000052126,1.077254995,0.311741166,-0.5624017,-0.530305216,1.38E-05,0.014377365,0.043918279,0.027836648
Q9Y5Z4,ENSG00000051620,-0.47233338,0.125051712,-0.072677818,-1.560572082,0.025313872,0.625633815,0.577529621,0.026814844
Q96J01,ENSG00000051596,1.296154297,-0.008404579,0.053367096,0.389846268,0.000677929,0.874917083,0.744887429,0.154750488
Q68DL0,ENSG00000051382,-0.860936698,-0.227022913,0.22299664,-0.096957676,0.000846624,0.359618979,0.509672419,0.360697963
Q9NSC5,ENSG00000051128,-1.776732855,-0.297176423,0.03437503,-0.289417262,0.000199562,0.05876204,0.539707329,0.073637278
Q15011,ENSG00000051108,-0.690048658,0.514687451,0.493067715,0.428528933,0.03614114,0.04162587,0.061721786,0.10875759
P45984,ENSG00000050748,0.333415857,0.04381016,0.076040594,-0.144122025,0.001594511,0.687597245,0.436697992,0.12704398
A0A7I2YQP4,ENSG00000050555,0.547801727,-0.417305711,-0.125229355,-0.063941716,0.074875493,0.225576465,0.759417651,0.83839721
Q9UHB6,ENSG00000050405,-1.768047166,0.2535359,0.063813681,-0.030232801,0.000359879,0.036027125,0.420917679,0.872711299
B7Z8R2,ENSG00000049883,2.78659896,0.232614711,-0.339052821,-0.329921739,0.006211412,0.047086168,0.323295688,0.067557275
P07686,ENSG00000049860,0.24584697,-0.117379312,-0.486209096,-0.306146428,0.181123408,0.41680844,0.082890739,0.133645837
A0A6Q8PFI7,ENSG00000049759,1.508932115,0.477876339,0.197144471,-0.078487629,0.002281422,0.023815724,0.21350163,0.779337596
G5E9Z2,ENSG00000049656,0.181320531,-0.171717813,-0.221554389,-0.206657632,0.071688,0.292880129,0.083668024,0.080178289
A0A3F2YNW7,ENSG00000049618,0.660569181,0.342067896,0.280532888,0.283019627,0.00132609,0.511408367,0.233210196,0.496859429
P35250,ENSG00000049541,1.496410394,-0.139984834,0.32423585,0.620496999,0.001288818,0.97181226,0.27727831,0.095112659
G3V0G6,ENSG00000049540,-2.090794533,0.630403249,-0.166612992,-0.988394778,0.028210904,0.245385739,0.58061486,0.141625543
Q15293,ENSG00000049449,-1.099909967,0.199728135,-0.024831894,-0.241871851,0.001094612,0.180776355,0.586758224,0.086469688
Q15836,ENSG00000049245,-0.669946021,0.17695269,0.077609398,-0.266531411,0.002641415,0.307959697,0.858565637,0.074143148
O95479,ENSG00000049239,-1.864861146,0.155137282,-0.073816671,-0.17200715,0.000982985,0.445199085,0.459703772,0.193955128
P21583,ENSG00000049130,-0.206713186,-1.22382636,-0.254282649,-0.084969628,0.204768377,0.007656853,0.268952414,0.702827331
Q9NZB2,ENSG00000048828,-0.975619191,-0.209774011,-0.420832602,-0.304103367,0.000193033,0.053934097,0.01561898,0.03845227
E9PC62,ENSG00000048740,1.309879312,1.322166433,1.77656229,-0.930798,0.014391467,0.00684824,0.015464196,0.100239568
Q5THJ4,ENSG00000048707,0.212763516,0.047068324,-0.089515825,0.007122162,0.213392151,0.961337592,0.403171189,0.760304655
Q96T23,ENSG00000048649,0.947939496,-0.121545541,0.075935103,0.337586417,0.000263749,0.51321253,0.349118892,0.046865185
P82664,ENSG00000048544,1.21990043,-0.502336356,-0.788184516,-0.050711428,0.030862663,0.004582873,0.05433412,0.696354214
Q8TEQ0,ENSG00000048471,-1.600749208,0.196254625,0.575700166,-0.001984562,0.101757543,0.568680489,0.183181247,0.788523169
Q2TB10,ENSG00000048405,-0.934883907,0.050448766,-0.066480194,-0.069995355,0.00047124,0.503084786,0.642414933,0.609826312
Q7LG56,ENSG00000048392,-0.129014604,0.127479384,-0.08265185,-0.394977514,0.207925527,0.575448192,0.450451407,0.074011365
Q9Y3C1,ENSG00000048162,0.005202577,-0.089447193,0.193148501,0.318553611,0.619041658,0.740678125,0.139715427,0.053988022
B7Z3P7,ENSG00000048052,-0.033929013,0.138221035,0.296845293,-0.138741633,0.350961046,0.761742896,0.382531602,0.301316195
B4E3L3,ENSG00000048028,1.169596479,0.162718703,0.153507323,0.098525252,0.000179224,0.317202707,0.372991875,0.434834583
Q9HD26,ENSG00000047932,-0.692540565,-0.03000833,0.229094899,0.156406381,7.12E-05,0.72904232,0.031294975,0.058506965
E7EVA0,ENSG00000047849,-1.694819089,0.405155234,0.143433933,-0.309267699,0.000328313,0.014582632,0.204808056,0.05597268
Q9NQ89,ENSG00000047621,-1.095956214,0.401905037,0.219587645,-0.094033968,0.003382623,0.068478513,0.561798699,0.546048876
A6NFV8,ENSG00000047579,0.184816552,0.02242163,-0.240085768,-0.19195491,0.04742704,0.523588123,0.014381272,0.116994234
O60303,ENSG00000047578,-0.161097629,0.354669232,-0.289203737,0.307116046,0.776639503,0.122046151,0.566732878,0.102165683
P12270,ENSG00000047410,0.481533769,-0.151585569,-0.064900367,0.087344198,0.002022332,0.321073546,0.759417651,0.253990199
C9J4M6,ENSG00000047315,0.395559591,-0.029168585,0.145121829,-0.035664883,0.000255891,0.839489683,0.040577806,0.815768775
Q9UI12,ENSG00000047249,-0.853440824,-0.067583989,-0.105602864,-0.211125158,0.001949365,0.445714346,0.316779048,0.112741854
Q9NRF8,ENSG00000047230,0.861141202,0.048089634,-0.011490226,0.0793071,2.82E-06,0.800008363,0.451272719,0.170565907
Q9H6S0,ENSG00000047188,1.61707099,0.525013112,0.230153215,0.31639651,4.02E-05,0.000184313,0.06262529,0.100486108
Q9Y2I8,ENSG00000047056,-0.845880053,0.012831243,0.082621487,-0.30837873,0.002207865,0.893304403,0.452391767,0.087039391
Q9NWZ8,ENSG00000046647,0.700168304,-0.619999814,0.132778966,-0.122975717,0.000276438,0.107676611,0.185874291,0.716467635
Q14126,ENSG00000046604,4.511745126,-0.419234973,-0.112013103,-0.148298729,3.70E-05,0.067081875,0.7525693,0.090753181
